,the_geom,OBJECTID,ID,RT_SYMBOL,NAME,URL,SHAPE_LEN
35,"LINESTRING (-73.89587700147625 40.70618566601557, -73.89327200029935 40.70683266635481, -73.89318000018116 40.70685866704687, -73.89308900102078 40.70688766639938, -73.89300099952064 40.706918666702435, -73.89291500048874 40.70695166703705, -73.89283099994661 40.70698766697227, -73.89275000060347 40.7070256660774, -73.89266999981022 40.70706666656228, -73.89259200028043 40.707109667094784, -73.89251700075509 40.70715466681055, -73.89244400087442 40.70720266705043, -73.89237300063566 40.70725366601712, -73.8923039997107 40.70730566637859, -73.8922370007875 40.7073606663768, -73.89217200031202 40.707418666011904, -73.89210899989689 40.70747866662103, -73.89034500178602 40.7093936661776, -73.89031900059824 40.70942666677223, -73.8902950004896 40.70945966746692, -73.89027100036022 40.70949266635544, -73.89024900084866 40.70952666671427, -73.89022800055767 40.70955966665261, -73.89020799974577 40.709593666207695, -73.89018999930325 40.709626666298426, -73.89017200074471 40.709660666856486, -73.8901560009145 40.70969466661733, -73.89014099984935 40.70972866642842, -73.89012700110105 40.70976266629362, -73.89011499990336 40.70979666626279, -73.89010300106018 40.70983066623278, -73.89009300048893 40.70986566677674, -73.89008300037345 40.70989966685163, -73.88999200049804 40.710232666565226, -73.88998799973763 40.710244666561486, -73.88998499894853 40.71025666661276, -73.88998200099154 40.71026766709879, -73.88997800141065 40.71027966709579, -73.88997500061967 40.71029166624625, -73.88997199982613 40.710303666297115, -73.88996900139679 40.710315667250654, -73.88996700175979 40.710327666457246, -73.88996400096313 40.71033966650785, -73.88996100016396 40.71035166745889, -73.88995900052444 40.71036366666528, -73.88995599972472 40.71037566671562, -73.88995400079871 40.710388666390934, -73.8899519999704 40.71040066739706, -73.88995000151112 40.710412666604405, -73.88994799949948 40.71042466670874, -73.88994600103733 40.71043666681648, -73.88994399902425 40.71044866692075, -73.8899420010291 40.71045966656047, -73.88994000137995 40.710471667567404, -73.88993700057348 40.71048366671653, -73.88993500092415 40.710495666822844, -73.88993300009219 40.71050766602742, -73.88993000046325 40.710519666978534, -73.88992799962968 40.710531666182995, -73.88992599997584 40.710543667189555, -73.88992300081281 40.7105546676725, -73.88991999999801 40.71056666772159, -73.88991800034466 40.710578666926985, -73.8899150018947 40.71059066697817, -73.88990399997508 40.71063066708544, -73.88989199949457 40.7106726662725, -73.88987900044735 40.71071666634004, -73.88986400048304 40.71076266722917, -73.88984800076365 40.710810667195574, -73.88983000012027 40.71086066618117, -73.88981000019632 40.71091166641974, -73.8897890012159 40.710965666202426, -73.88976700009167 40.711021666858414, -73.8897429996723 40.7110786678642, -73.88971700019722 40.7111386665533, -73.88969000092594 40.711200667015625, -73.8896619999619 40.711263666979306, -73.88963199991784 40.71132966642386, -73.88960099982455 40.71139566580149)",786,2000390,B,M,http://web.mta.info/nyct/service/,2778.37594092
36,"LINESTRING (-73.89640300101922 40.746324667124675, -73.89139400204193 40.74684766716897)",787,2000180,7,7,http://web.mta.info/nyct/service/,1400.94758134
37,"LINESTRING (-73.89845300014005 40.74966866712485, -73.89133800006059 40.746643666605465)",788,2000298,A,E,http://web.mta.info/nyct/service/,2258.57558322
38,"LINESTRING (-73.86922900098031 40.73310566758265, -73.86906200134827 40.73304066727324, -73.86889800021606 40.73297466696728, -73.86873700153039 40.73290866714779, -73.86857900015276 40.732841667355714, -73.86842500112871 40.73277366695083, -73.86827399979634 40.73270566706659, -73.86812700000995 40.73263766616288, -73.86798399979537 40.73256766692338, -73.86784300088111 40.732498666665784, -73.86770699985503 40.7324286661076, -73.86757300052614 40.73235766632352, -73.86744400063341 40.73228666673455, -73.86731700006071 40.732214667036885, -73.86719400097056 40.73214266641008, -73.86707300118714 40.73206966749299, -73.86694500090294 40.731990666569246, -73.86681200135004 40.7319136669551, -73.86667600039699 40.7318376668786, -73.86653500100662 40.73176266671597, -73.86639000075293 40.73168766714052, -73.86624100001228 40.731613666802474, -73.86608700086504 40.73154066632674, -73.86593000034954 40.73146866711799, -73.86576799990743 40.73139666636833, -73.8656020005397 40.731326667057374, -73.86543100126178 40.73125666796664, -73.86525700148471 40.73118666691098, -73.86507800132647 40.731118666067495, -73.86489500038927 40.73105066655429, -73.86471000229648 40.73098466803627, -73.86160400154094 40.72984566580136)",789,2000302,A,E,http://web.mta.info/nyct/service/,2430.70931677
39,"LINESTRING (-73.9115860003917 40.69981366729606, -73.91451300049883 40.701431666185655, -73.9146099999334 40.70148466670182, -73.91470700070543 40.701537667136826, -73.9148030005127 40.70159166631736, -73.9149000003179 40.70164566615671, -73.91499699909585 40.70169966681356, -73.91509300037143 40.70175566759069, -73.91519000056182 40.70181066675304, -73.9152859997929 40.70186666736664, -73.9153830001319 40.70192366640328, -73.91547900087225 40.70197966595542, -73.91557600027143 40.702037667097756, -73.91567200117461 40.70209566652577, -73.91576799987719 40.702153666772034, -73.9158649997039 40.70221266633752, -73.91596200088435 40.70227166672223, -73.91842500073882 40.703810666887016)",790,2000524,L,L,http://web.mta.info/nyct/service/,2391.82132557
40,"LINESTRING (-73.91971100046786 40.69866366724958, -73.91238500062404 40.69942966576572)",791,2000386,B,M,http://web.mta.info/nyct/service/,2050.46873699
41,"LINESTRING (-73.91842500073882 40.703810666887016, -73.9229130000312 40.706606665988716)",792,2000523,L,L,http://web.mta.info/nyct/service/,1608.12326246
42,"LINESTRING (-73.90307699970421 40.704422667327, -73.89587700147625 40.70618566601557)",793,2000389,B,M,http://web.mta.info/nyct/service/,2097.05289783
43,"LINESTRING (-73.89654800037337 40.6745416666795, -73.8970880015653 40.676652667400134, -73.89716200133392 40.67683366690413, -73.89725500007275 40.67700066680316, -73.89736500056775 40.677155666215334, -73.89749200050974 40.67729866689151, -73.89763699942286 40.67742966696362, -73.89779900021813 40.67754866637908, -73.89797900084982 40.67765666732438, -73.89817600134027 40.677751666985195, -73.89839000096259 40.67783566711932, -73.89862100119734 40.67790766626072, -73.89886999994354 40.677968666557334, -73.89913500117505 40.67801666699922, -73.89941900022592 40.6780536665367, -73.89971900001677 40.67807866734796, -73.90003300110993 40.67809266714279, -73.90044399986932 40.678111666862144, -73.90049399980603 40.678113667834076, -73.90054300113256 40.678116666592366, -73.9005930007702 40.67811966619228, -73.90064100142916 40.67812266674585, -73.90069000158343 40.678125667241495, -73.90073800194745 40.678129666425605, -73.90078500045921 40.6781336665268, -73.90083300083339 40.67813766657176, -73.90087900104673 40.678141667575154, -73.9009260004574 40.67814666629079, -73.90097200038247 40.678151665928006, -73.90101700082035 40.678156667388535, -73.90106299957633 40.67816166698834, -73.90110800091385 40.67816766618482, -73.90115200158363 40.678173666305014, -73.90261900111608 40.67836066650681, -73.90266800007265 40.67836466753156, -73.90271700022062 40.67836866673544, -73.90276699986778 40.67837266676305, -73.90281600030005 40.67837566725375, -73.90286600023278 40.678378666766385, -73.90291499949235 40.67838166631341, -73.9029649997043 40.67838366711201, -73.90301499992056 40.678385666988355, -73.90306500013976 40.67838766684294, -73.90311500063261 40.67838866620383, -73.9031650011257 40.6783896664435, -73.90321500070526 40.678389667088915, -73.90326600187832 40.67839066722592, -73.90331599936052 40.67838966735345, -73.90336699961915 40.6783896669727, -73.90531600055341 40.67833366608023)",794,2000249,A,A-C,http://web.mta.info/nyct/service/,3307.34671913
44,"LINESTRING (-73.9030969995401 40.67534466640805, -73.90290599984931 40.67606666647528, -73.9029010011801 40.67608466716024, -73.90289699987842 40.67610166641319, -73.9028929994822 40.67611966703973, -73.90288900026795 40.67613766676656, -73.90288600051171 40.67615566733686, -73.90288200038471 40.6761726665901, -73.90287900062626 40.67619066625963, -73.90287699914435 40.6762086667717, -73.90287400056569 40.676226666441984, -73.90287200026545 40.676244666054394, -73.90287000141859 40.67626166699645, -73.90286799993338 40.676279666607705, -73.902867001459 40.676297666165155, -73.90286600061724 40.67631566662107, -73.90286499977492 40.67633366707693, -73.90281000008973 40.67700866758208, -73.90280700004497 40.677057665683115, -73.9028050009243 40.67710566685846, -73.90280300061927 40.67715366713202, -73.90280299926684 40.67720166639235, -73.90280500187266 40.67724866777341, -73.9028070009355 40.6772956673501, -73.90281100014369 40.67734266591454, -73.90281600029142 40.677388666652654, -73.90282200111079 40.677434666434394, -73.90282900051052 40.677479666586564, -73.90283800124921 40.67752466662709, -73.90284800029852 40.67756966750964, -73.9028590003032 40.67761366696276, -73.90287100098786 40.677657667259325, -73.9028860004162 40.67770066691162, -73.90324000036449 40.67885566682797)",795,2000529,L,L,http://web.mta.info/nyct/service/,1298.95600121
45,"LINESTRING (-73.90404600068234 40.68876366681537, -73.90323299989907 40.689720666331006, -73.90319299949303 40.68976766742546, -73.90315200173315 40.68981466676589, -73.90311000042875 40.68986266661794, -73.90306699939629 40.68991066651284, -73.90302300072759 40.689959666922086, -73.90297700001985 40.69000966609714, -73.90293100042359 40.69005966705553, -73.90288300023543 40.69010966720752, -73.90283399975671 40.69016166653571, -73.90278399952687 40.69021366769976, -73.9027330007331 40.6902656661968, -73.90267999986638 40.6903186670507, -73.9026270010062 40.69037266655136, -73.90257200034334 40.69042666613362, -73.90251600081731 40.690481667114966, -73.90241999963992 40.69057566602409, -73.90232599963079 40.69067066702146, -73.90223200053816 40.6907656670414, -73.90214000082534 40.690859667312665, -73.90204800175215 40.69095466617971, -73.90195800088718 40.691048667104454, -73.90186800184782 40.69114366662916, -73.90178000103336 40.69123766641681, -73.90169299965967 40.69133166608953, -73.90160600011353 40.69142666616781, -73.90152100117923 40.691520666520184, -73.90143700051543 40.69161466676339, -73.90135400078955 40.691707666431206, -73.90127200023099 40.69180166556502, -73.90119100061727 40.69189466682933, -73.90108300085716 40.692065667128546, -73.90099299964193 40.692233666988926, -73.9009210012734 40.69239666731645, -73.90086800145315 40.69255666634177, -73.90083300121857 40.69271166769248, -73.90081700099441 40.69286366778521, -73.90081900150376 40.69301166619687, -73.90084000051432 40.69315466691791, -73.9008790001897 40.693294666417565, -73.90093700184093 40.693430666869986, -73.90101300200261 40.693563666953445, -73.90110800109537 40.69369166745179, -73.90122100036793 40.693815667030684, -73.90135300051287 40.69393666696538, -73.90150400191071 40.69405366672049, -73.9023040004344 40.69455866667583, -73.90234199969011 40.69458466702756, -73.9023810001784 40.69460966684517, -73.90242100105657 40.69463666663709, -73.90246199961898 40.69466266679032, -73.9025040012234 40.694689666447765, -73.90254700141706 40.69471666693529, -73.90259100110835 40.694744666921835, -73.90263700031765 40.69477266678192, -73.90268300074734 40.69480066752509, -73.90273000068193 40.69482966776368, -73.90277900132538 40.69485866697147, -73.90282800173642 40.69488866662831, -73.90287900076682 40.694917666580004, -73.90293000047899 40.69494866654943, -73.90298400092396 40.694978666754416, -73.90408400091913 40.69560166595998)",796,2000526,L,L,http://web.mta.info/nyct/service/,3160.37220604
46,"LINESTRING (-73.90524899987341 40.682828667448064, -73.9053160002477 40.682947667063424, -73.90537699992363 40.68306666620605, -73.90543400131297 40.68318666700282, -73.90548600151699 40.683306667263714, -73.90553400079457 40.6834286669589, -73.90557700096983 40.68355166750417, -73.9056160004108 40.683675667022484, -73.90565100027861 40.68380066641934, -73.90568000021106 40.683926667660764, -73.90570600010285 40.68405366690603, -73.90572700077205 40.684181666121255, -73.90574299982364 40.68431066620779, -73.90575499918081 40.68444066708777, -73.90576200018894 40.68457266661494, -73.9057640004506 40.68470666658921, -73.90564700162771 40.68568366563877, -73.9056110003392 40.68587766631175, -73.90557400039619 40.686066667395224, -73.90553300011702 40.68624766591125, -73.90548800160849 40.68642166683158, -73.90544099912644 40.68658966685892, -73.90539100061649 40.686749666934716, -73.90533700030298 40.68690266579876, -73.9052800001622 40.687048666071696, -73.90522000137658 40.68718766684987, -73.90515700134411 40.687320665896394, -73.90509099935528 40.68744566766695, -73.90502100028333 40.68756366640334, -73.90494900102493 40.687674666449624, -73.904873001141 40.68777866614864, -73.90479400170109 40.68787466584989, -73.90404600068234 40.68876366681537)",797,2000527,L,L,http://web.mta.info/nyct/service/,2285.18051698
47,"LINESTRING (-73.87210600163398 40.675376665949756, -73.88075000161994 40.674129666468296)",798,2000252,A,A-C,http://web.mta.info/nyct/service/,2440.38535624
48,"LINESTRING (-73.88003900136195 40.68140966662415, -73.8799710019146 40.68143066596188, -73.87990400021347 40.68145066762956, -73.87983600130173 40.68147066641584, -73.87976800116144 40.681490667862164, -73.87969999980237 40.6815106665655, -73.87963300030857 40.681530666276686, -73.87956500004785 40.681550666702385, -73.87949699974797 40.68157066618736, -73.87942900003004 40.68158966696155, -73.87936100083084 40.681609667267786, -73.87929400057945 40.681628667209075, -73.87922599956325 40.68164766696143, -73.87915800087248 40.681666667576586, -73.87909000096329 40.68168566634919, -73.87902200101215 40.68170466688263, -73.87378500035705 40.68319366778257)",799,2000375,J,J-Z,http://web.mta.info/nyct/service/,1852.37185842
49,"LINESTRING (-73.88075000161994 40.674129666468296, -73.89035800079188 40.67270966767174)",800,2000251,A,A-C,http://web.mta.info/nyct/service/,2714.92372395
50,"LINESTRING (-73.88463900037254 40.679946665959015, -73.88003900136195 40.68140966662415)",801,2000374,J,J-Z,http://web.mta.info/nyct/service/,1382.72377686
51,"LINESTRING (-74.00048899394321 40.61353140596168, -73.99874298114698 40.61961940322662)",830,2000491,B,D,http://web.mta.info/nyct/service/,2270.36873489
52,"LINESTRING (-73.87255000119333 40.68994066721738, -73.87203100054758 40.690165666457965, -73.87198199952525 40.69018566640895, -73.87193199998464 40.6902056661284, -73.87188000062224 40.69022466673051, -73.8718260011449 40.69024466735367, -73.87177200001183 40.69026366657796, -73.87171500145108 40.69028366650882, -73.87165700037448 40.690302666623175, -73.87159800151775 40.690320666024306, -73.8715370013519 40.69033966633397, -73.87147500147701 40.69035866639526, -73.87141200145376 40.69037666663544, -73.87134600118904 40.69039466618859, -73.87128000088697 40.690412666604324, -73.87121200119849 40.69043066654576, -73.87114200093725 40.690448666908495, -73.86892000078107 40.69101466733339, -73.86887100051938 40.69102566712265, -73.86882300150866 40.6910376667025, -73.86877400081691 40.69104766597875, -73.86872600018991 40.69105866684614, -73.86867700104698 40.69106966655405, -73.86862899999318 40.69107966690933, -73.86858000042281 40.691089667004825, -73.86853200170623 40.691099667322284, -73.86848300092534 40.69110966647459, -73.86843500060466 40.691118666278584, -73.86838600058353 40.69112766672029, -73.8683380014199 40.691136666485185, -73.86829000105851 40.69114566712921, -73.86824100099967 40.69115466660863, -73.86819300140691 40.69116266674189, -73.8671390000417 40.69132366614284)",804,2000377,J,J-Z,http://web.mta.info/nyct/service/,1589.90510971
53,"LINESTRING (-73.83591900047132 40.6720966659828, -73.83871500216652 40.677878667046336, -73.83873400088466 40.677920666731794, -73.83875400137617 40.67796466696353, -73.83877500138307 40.67800866769153, -73.83879699962783 40.67805466625818, -73.83881900139465 40.67810166709964, -73.83884299976356 40.67814966670391, -73.83886700166383 40.678198666781086, -73.8388930013548 40.67824866652159, -73.83891900098523 40.67830066630192, -73.83894600133311 40.6783526665762, -73.83897400112015 40.6784066673881, -73.83900300045264 40.67846066688979, -73.83903300041536 40.67851666692927, -73.8390630003819 40.678573666533204, -73.83909500171603 40.67863166669942, -73.84007100058683 40.680271666511075, -73.84013800119867 40.68036666677936, -73.84020999985064 40.680454666134374, -73.84028900037931 40.680533667302775, -73.84037300015046 40.68060466706476, -73.84046300106799 40.68066666722616, -73.84055900069808 40.68072166691481, -73.84066100143627 40.6807676669742, -73.8407690008671 40.68080566695767, -73.84088200061115 40.680835667268916, -73.84100100137094 40.68085666700211, -73.8411270002389 40.68087066575994, -73.84125800050016 40.680875667022974, -73.84139500163381 40.680872666321314, -73.84153700051245 40.680860666281724, -73.84168700038005 40.68084266703363)",805,2000261,A,A,http://web.mta.info/nyct/service/,3734.13935295
54,"LINESTRING (-73.83405800031842 40.668233667609115, -73.83591900047132 40.6720966659828)",806,2000262,A,A,http://web.mta.info/nyct/service/,1499.09619864
55,"LINESTRING (-73.83216299929477 40.68433066592236, -73.8332270005944 40.683907667579625, -73.83328800164556 40.68388466585502, -73.83334900159943 40.683860666325266, -73.83341100121916 40.6838356668371, -73.83347300092495 40.683809666842926, -73.83353700092087 40.68378366610693, -73.83360099981005 40.68375666666198, -73.8336649999578 40.683728667610985, -73.83373100039003 40.68370066691213, -73.83379700101774 40.683670667031166, -73.83386300040534 40.68364066621004, -73.83393100018579 40.68360966686471, -73.83399900108823 40.68357866658022, -73.83406800174664 40.683545665851184, -73.83413700114937 40.68351266687992, -73.83420700017858 40.68347866703371, -73.8363190020942 40.68232766642848, -73.83640600069366 40.68227966659362, -73.83649400100312 40.68223266588764, -73.83658300183707 40.6821866661076, -73.83667200127856 40.682141667630084, -73.83676100052551 40.6820976659542, -73.83685100148413 40.68205466700317, -73.83694200061663 40.68201266716757, -73.83703300074042 40.68197166683373, -73.83712400075227 40.68193066642777, -73.83721600123167 40.68189166650994, -73.83730900107723 40.68185366660344, -73.83740200074317 40.681816667094445, -73.83749500141874 40.68178066708407, -73.83758900154112 40.68174466660816, -73.83768300142317 40.68171066700105)",807,2000259,A,A,http://web.mta.info/nyct/service/,1807.73750677
56,"LINESTRING (-73.82829400134068 40.700491666342316, -73.82622700148227 40.700832666706695, -73.82614700108473 40.7008456663818, -73.82606700183699 40.70085866690361, -73.82598800096613 40.70087266664843, -73.82590900124538 40.70088666634085, -73.82583099989536 40.70090166615955, -73.82575400046291 40.70091766611197, -73.82567699980791 40.700933666911574, -73.82560100013674 40.700949666474855, -73.82552600119342 40.70096666707517, -73.82545100078039 40.700984666294254, -73.8253770001605 40.70100266608075, -73.82530300042626 40.70102166719238, -73.82523000048877 40.701040667072995, -73.82515800127462 40.70106066619674, -73.82508600083173 40.70108066617413, -73.82410600061795 40.70134466668234, -73.82390100049166 40.7013866665604, -73.82369900032312 40.70141766639068, -73.82350100096004 40.701438666393486, -73.82330500072631 40.70144866754832, -73.82311300177867 40.70144766663866, -73.82292400228451 40.70143466707538, -73.82273900042274 40.70141166684936, -73.82255600191264 40.7013766664661, -73.82237700001724 40.70133166635054, -73.82220100118687 40.701275666316384, -73.82202800107004 40.70120766680008, -73.82185800032522 40.701129666956305, -73.82169100081566 40.701039667660176, -73.8215280018379 40.70093966691293, -73.82136800187118 40.700827665837046, -73.8206670005317 40.700272666046715, -73.8202180002307 40.69994266743844, -73.819760002017 40.69964566761292, -73.8192979996514 40.69938166710364, -73.81883200077544 40.699150666779175, -73.81836200118902 40.69895266658842, -73.81788800022984 40.6987876664848, -73.81740900215578 40.698655666643305, -73.81692600097074 40.69855766725577, -73.81649123815535 40.69847407174263, -73.81599026268182 40.69840334335402, -73.81534722031635 40.69835781186456, -73.8146789811644 40.698363095458625, -73.81436978688205 40.69841345463411, -73.81384324185723 40.698527034342916, -73.81328321171715 40.69866598694942, -73.81104283476105 40.69930441351405)",808,2000383,J,J-Z,http://web.mta.info/nyct/service/,5233.6393126
57,"LINESTRING (-73.99391500075177 40.72027966746373, -73.98756811807333 40.718270460967624)",809,2000359,J,J-Z,http://web.mta.info/nyct/service/,1905.5693585
58,"LINESTRING (-73.9868202156334 40.69738993152913, -73.98684003488403 40.697462054933986, -73.98690831479674 40.69764152763377, -73.98701184528925 40.69786461338363, -73.98710877036247 40.698059183571665, -73.987221122114 40.69826130438166, -73.98731600021172 40.69841266757892, -73.98742899943576 40.698569667180905, -73.98756200015248 40.69871266676709, -73.98771300080713 40.69883966691818, -73.9878839998158 40.698950666873905, -73.98807399953877 40.699046666911514, -73.98828299992991 40.69912766693752, -73.98851100091737 40.69919366684882, -73.98875800138924 40.69924366606375, -73.98902500085272 40.69927866682571, -73.98930900075935 40.69929966648469, -73.99053099951873 40.69933666658924)",810,2000234,A,A-C,http://web.mta.info/nyct/service/,1411.89024616
59,"LINESTRING (-73.99279966880994 40.66535071025847, -73.99276566885786 40.66538471070617, -73.99273166876225 40.66541970981583, -73.99269966734099 40.665453711270565, -73.99266666884166 40.665488710424285, -73.99263466971954 40.665522710059754, -73.99260266819952 40.66555671058655, -73.99257166820324 40.6655917098411, -73.99253966780068 40.66562570944965, -73.99250966822518 40.665660710553134, -73.99247866824447 40.66569471020959, -73.99244866871919 40.66572871082373, -73.99241866904981 40.66576371010206, -73.99238966876852 40.66579770986585, -73.99236066834308 40.66583271009536, -73.99233066869567 40.665866709777674, -73.9882296663025 40.670783708039146)",811,2000473,B,D,http://web.mta.info/nyct/service/,2350.82160911
60,"LINESTRING (-73.99105700155286 40.750372665951986, -73.98749500058139 40.75528966676985)",812,2000015,1,1-2-3,http://web.mta.info/nyct/service/,2045.27510835
61,"LINESTRING (-73.949046001048 40.69456766681362, -73.9502340010257 40.70037666622154)",813,2000323,G,G,http://web.mta.info/nyct/service/,2141.87485864
62,"LINESTRING (-73.99282099981893 40.74287766658238, -73.98782299999051 40.74971866696561)",814,2000337,B,B-D-F-M,http://web.mta.info/nyct/service/,2851.30630352
63,"LINESTRING (-73.95592900039954 40.599299665867825, -73.95750200000057 40.60759066713196, -73.95750500057198 40.60760466595069, -73.9575080005988 40.60761766609052, -73.95751100117155 40.607631666710105, -73.95751300040264 40.60764466647986, -73.95751600097822 40.60765866619872, -73.95751899982741 40.607671667238314, -73.95752199986048 40.6076846664772, -73.95752600123815 40.607698667466174, -73.95752900127378 40.60771166670484, -73.95753199894632 40.60772466774359, -73.95753500016586 40.6077376669825, -73.95753800020508 40.60775066622085, -73.95754100024425 40.6077636672602, -73.95754500054048 40.607775666388264, -73.95754800058214 40.6077886674274, -73.95757200085579 40.60786866602802, -73.95757699996949 40.6078856661204, -73.9575819996316 40.60790366669234, -73.95758799891767 40.60792166673235, -73.95759200014612 40.60793966693534, -73.95759700036365 40.60795866618523, -73.95760200121826 40.60797666675661, -73.95760699907763 40.60799566690562, -73.95761100022784 40.6080156662659, -73.9576160004559 40.608034666415364, -73.957620000429 40.608054666675315, -73.95762400040509 40.60807466603453, -73.957627999748 40.608095666773444, -73.95763200027564 40.6081166666121, -73.95763599962415 40.60813766645014, -73.95764000015619 40.608158667188945, -73.9577339993614 40.60866966766932)",815,2000462,B,B,http://web.mta.info/nyct/service/,3450.60417905
64,"LINESTRING (-73.96137511272505 40.577797136823975, -73.96041302311119 40.57795437586565, -73.96021126519383 40.57800112082036, -73.95996153436171 40.57810383160184, -73.95965681887274 40.578297900538324, -73.95944385262958 40.57849969426716, -73.95467000062047 40.58519766665228, -73.9544736904545 40.58555275196265, -73.954298599428 40.58599433255621, -73.95419341753988 40.58644355738553, -73.95415500031821 40.586895667020066)",816,2000465,B,B,http://web.mta.info/nyct/service/,4032.40674497
65,"LINESTRING (-73.97491615749792 40.576274927790756, -73.97459252134354 40.57639563589346, -73.97434356793262 40.5764939295269, -73.97419872360977 40.57654738553021, -73.97410592554264 40.576595676879734, -73.97403801828042 40.5766543253086, -73.97397011660553 40.57669226974433, -73.97390222277662 40.57671295919564, -73.97383699998642 40.57672566606728, -73.97375399974617 40.57673366630402, -73.97367000033333 40.57673866660538, -73.97358499978677 40.57674266793368, -73.97349799975089 40.57674366638989, -73.9734110001096 40.576743666999384, -73.97332200059681 40.57674166701417, -73.9732320007758 40.576736666179976, -73.97314099985344 40.57673066726033, -73.96869400065289 40.57632166702845, -73.96868000005992 40.57632066633193, -73.96866700097675 40.57631966680739, -73.96865300038462 40.576318666107596, -73.96864000012165 40.576317665679134, -73.96862700103925 40.576316667050605, -73.96861299926728 40.576315666345586, -73.96860000018614 40.57631466681344, -73.96858799978288 40.57631466713492, -73.96857500070269 40.57631366669949, -73.96856200044189 40.57631266626218, -73.96855000003904 40.57631266657971, -73.96853700095937 40.57631166704044, -73.96852500055714 40.57631166645483, -73.96851299897342 40.57631166676816, -73.96850099975177 40.57631166708091)",817,2000467,N,Q,http://web.mta.info/nyct/service/,1836.69424795
66,"LINESTRING (-74.00161500355945 40.60798440773476, -74.00171900172668 40.608890406517396, -74.00172100321005 40.60893040765139, -74.00172200154029 40.608971407478535, -74.00172100293497 40.609011406856034, -74.00172000199093 40.60905240671278, -74.0017180025633 40.60909240700541, -74.00171500115678 40.609133407792186, -74.00171000164909 40.60917440770793, -74.00170500210969 40.60921440714393, -74.00169900176746 40.609255407073675, -74.0016920017764 40.60929640701768, -74.00168400213487 40.609337406975726, -74.00167500165922 40.60937840694764, -74.00166400070447 40.609419406947644, -74.00165300094258 40.60946140652524, -74.0016410014978 40.609502406537054, -74.00048899394321 40.61353140596168)",831,2000492,B,D,http://web.mta.info/nyct/service/,2058.37174149
67,"LINESTRING (-73.99360701103917 40.601905399220435, -73.99804700755568 40.604586402676745)",832,2000494,B,D,http://web.mta.info/nyct/service/,1572.9369969
68,"LINESTRING (-73.98220900004684 40.77343966733432, -73.98221199959353 40.77416566668889, -73.98209099934756 40.77749566678081, -73.98205800030611 40.77786866681165, -73.98200799949771 40.77821066707085, -73.9819699993171 40.77845266659946)",833,2000019,1,1-2-3,http://web.mta.info/nyct/service/,1828.56822418
69,"LINESTRING (-73.98065800146374 40.764663667041205, -73.979498999963 40.766253667479894)",834,2000426,N,N-Q-R,http://web.mta.info/nyct/service/,662.307932311
70,"LINESTRING (-73.97991700066186 40.783933666404806, -73.97765599994176 40.7869526660057, -73.97710700006795 40.78760066683396, -73.97621799989739 40.78864366665338)",835,2000021,1,1-2-3,http://web.mta.info/nyct/service/,1999.22684172
71,"LINESTRING (-73.96387000057724 40.768140666409636, -73.95987400024627 40.77361966666004)",836,2000124,4,4-5-6,http://web.mta.info/nyct/service/,2282.50535329
